Query_ID	Subject_ID	Pct_ID	Length	Mismatches	Gap_open	Query_start	Query_end	Subject_start	Subject_end	e-value	BitScore	Pct_positive_matches	Subject_FullName
cds.evm.model.01.1042	HIP26_ARATH	76.667	60	13	1	1	60	1	59	4.05e-26	95.5	90.00	HIP26_ARATH Heavy metal-associated isoprenylated plant protein 26 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.novel_model_3563_5bd9a17a.1.5bd9b138	Y5566_ARATH	91.228	57	4	1	1	56	1	57	4.64e-31	107	94.74	Y5566_ARATH Uncharacterized protein At5g65660
cds.novel_model_3562_5bd9a17a	Y5566_ARATH	91.228	57	4	1	1	56	1	57	4.64e-31	107	94.74	Y5566_ARATH Uncharacterized protein At5g65660
cds.evm.model.01.1686	CAES_ARATH	50.000	60	29	1	1	60	33	91	2.85e-13	64.7	61.67	CAES_ARATH Probable carbohydrate esterase At4g34215
cds.evm.model.02.2208	CCH_ARATH	55.224	67	18	2	1	55	1	67	6.08e-15	66.2	65.67	CCH_ARATH Copper transport protein CCH
cds.evm.model.08.44	SBT1_SOYBN	55.932	59	25	1	1	59	1	58	4.16e-13	64.7	64.41	SBT1_SOYBN Subtilisin-like protease Glyma18g48580
cds.novel_model_6189_5bd9a17a	MTS1_HUMLU	68.966	58	18	0	1	58	411	468	6.65e-21	87.0	82.76	MTS1_HUMLU Probable monoterpene synthase MTS1, chloroplastic {ECO:0000305}
cds.evm.model.04.673	NAC48_ORYSJ	80.000	60	12	0	1	60	1	60	2.33e-28	105	86.67	NAC48_ORYSJ NAC domain-containing protein 48 {ECO:0000303|PubMed:15029955}
cds.evm.model.03.203	DECR2_ARATH	78.333	60	13	0	1	60	1	60	3.68e-26	99.4	90.00	DECR2_ARATH Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] {ECO:0000305}
cds.evm.model.02.2655	C71BJ_ARATH	47.273	55	28	1	7	60	3	57	5.00e-11	58.9	72.73	C71BJ_ARATH Cytochrome P450 71B19
cds.evm.model.04.1329.1.5bd9b138	ACT_OXYRB	93.103	58	4	0	3	60	26	83	2.66e-33	111	94.83	ACT_OXYRB Actin
cds.evm.model.04.1329	ACT2_ORYSJ	100.000	60	0	0	1	60	1	60	3.19e-36	127	100.00	ACT2_ORYSJ Actin-2
cds.evm.model.07.659.1.5bd9b13b	PIRL_SOLLC	73.333	60	16	0	1	60	98	157	4.33e-25	96.3	80.00	PIRL_SOLLC Pirin-like protein
cds.evm.model.10.236	NHL2_ARATH	43.284	67	30	1	2	60	3	69	1.47e-10	57.0	61.19	NHL2_ARATH NDR1/HIN1-like protein 2 {ECO:0000303|Ref.1}
cds.evm.model.01.1013	AMI4G_ARATH	65.116	43	14	1	14	55	147	189	2.46e-13	65.5	86.05	AMI4G_ARATH Probable amidase At4g34880 {ECO:0000305}
cds.evm.model.06.1498	MT4A_ORYSJ	52.941	51	22	1	1	51	1	49	2.06e-10	53.5	64.71	MT4A_ORYSJ Metallothionein-like protein 4A
cds.evm.model.02.2132	SCP49_ARATH	50.000	60	23	3	7	60	4	62	1.43e-09	54.7	73.33	SCP49_ARATH Serine carboxypeptidase-like 49
cds.evm.model.10.200	SILD_FORIN	71.186	59	17	0	2	60	3	61	1.04e-21	87.0	88.14	SILD_FORIN Secoisolariciresinol dehydrogenase
cds.evm.model.04.2052	PER72_ARATH	64.516	62	20	1	1	60	1	62	1.82e-18	79.3	74.19	PER72_ARATH Peroxidase 72
cds.evm.model.07.310	G2OX1_PEA	64.000	50	18	0	11	60	41	90	9.55e-19	80.1	86.00	G2OX1_PEA Gibberellin 2-beta-dioxygenase 1
cds.evm.model.05.1197	CSLD1_ORYSJ	86.667	60	8	0	1	60	402	461	2.01e-33	122	98.33	CSLD1_ORYSJ Cellulose synthase-like protein D1
cds.evm.model.01.1499.4.5bd9b135	SCL1_ARATH	50.820	61	27	2	1	60	16	74	6.24e-09	52.8	65.57	SCL1_ARATH Scarecrow-like protein 1
cds.evm.model.01.1499	SCL1_ARATH	50.820	61	27	2	1	60	16	74	6.24e-09	52.8	65.57	SCL1_ARATH Scarecrow-like protein 1
cds.evm.model.01.1499.2.5bd9b135	SCL1_ARATH	50.820	61	27	2	1	60	16	74	6.24e-09	52.8	65.57	SCL1_ARATH Scarecrow-like protein 1
cds.evm.model.01.1499.1.5bd9b135	SCL1_ARATH	50.820	61	27	2	1	60	16	74	6.24e-09	52.8	65.57	SCL1_ARATH Scarecrow-like protein 1
cds.evm.model.01.1499.3.5bd9b135	SCL1_ARATH	50.820	61	27	2	1	60	16	74	6.24e-09	52.8	65.57	SCL1_ARATH Scarecrow-like protein 1
cds.evm.model.10.1599	OMT1_HUMLU	75.000	48	12	0	10	57	4	51	1.37e-18	79.7	85.42	OMT1_HUMLU Desmethylxanthohumol 6'-O-methyltransferase {ECO:0000305}
cds.evm.model.07.7	PHO13_ORYSJ	61.765	34	13	0	1	34	1	34	9.26e-11	58.2	88.24	PHO13_ORYSJ Phosphate transporter PHO1-3
cds.evm.model.06.280.1.5bd9b13a	NAC90_ARATH	75.410	61	11	2	1	60	115	172	1.44e-23	91.3	81.97	NAC90_ARATH NAC domain-containing protein 90
cds.evm.model.06.280	NAC37_ARATH	52.542	59	27	1	1	59	1	58	1.45e-14	68.6	74.58	NAC37_ARATH NAC domain-containing protein 37 {ECO:0000303|PubMed:15029955}
cds.evm.model.10.1866	POLC4_HESAR	45.614	57	31	0	4	60	24	80	8.86e-11	56.6	68.42	POLC4_HESAR Polcalcin Cup a 4 {ECO:0000305}
cds.evm.model.01.1281	AL3H1_ARATH	47.059	51	27	0	10	60	1	51	5.42e-09	53.1	68.63	AL3H1_ARATH Aldehyde dehydrogenase family 3 member H1
cds.evm.model.01.1281.1.5bd9b135	AL3H1_ARATH	47.059	51	27	0	10	60	1	51	5.42e-09	53.1	68.63	AL3H1_ARATH Aldehyde dehydrogenase family 3 member H1
cds.evm.model.09.872	DOF24_ARATH	40.000	100	20	2	1	60	1	100	3.93e-14	67.4	46.00	DOF24_ARATH Dof zinc finger protein DOF2.4 {ECO:0000303|PubMed:12475498}
cds.evm.model.03.1769	RFS2_ARATH	60.000	60	24	0	1	60	1	60	1.99e-18	79.7	78.33	RFS2_ARATH Probable galactinol--sucrose galactosyltransferase 2
cds.novel_model_1392_5bd9a17a.1.5bd9b135	PER1_SORBI	56.667	60	26	0	1	60	233	292	6.67e-18	77.8	76.67	PER1_SORBI Cationic peroxidase SPC4
cds.novel_model_1394_5bd9a17a.3.5bd9b135	PER12_ARATH	60.377	53	20	1	8	60	155	206	9.85e-13	63.5	71.70	PER12_ARATH Peroxidase 12
cds.evm.model.02.3250	CHI4_PHAVU	53.333	45	18	1	14	58	16	57	1.45e-08	51.6	64.44	CHI4_PHAVU Endochitinase PR4
cds.evm.model.01.2963	WAT1_ARATH	75.000	60	10	2	1	60	1	55	3.79e-21	87.0	80.00	WAT1_ARATH Protein WALLS ARE THIN 1
cds.evm.model.01.1743.1.5bd9b136	PILS1_ARATH	71.667	60	17	0	1	60	89	148	2.18e-20	85.5	83.33	PILS1_ARATH Protein PIN-LIKES 1 {ECO:0000303|PubMed:22504182}
cds.evm.model.01.1743	PILS1_ARATH	71.667	60	17	0	1	60	89	148	2.18e-20	85.5	83.33	PILS1_ARATH Protein PIN-LIKES 1 {ECO:0000303|PubMed:22504182}
cds.evm.model.02.1745	HQGT_RAUSE	55.738	61	21	3	1	60	1	56	2.05e-11	60.1	68.85	HQGT_RAUSE Hydroquinone glucosyltransferase
cds.evm.model.05.1095.2.5bd9b13a	AHL1_ARATH	95.000	60	3	0	1	60	185	244	9.98e-34	120	100.00	AHL1_ARATH AT-hook motif nuclear-localized protein 1 {ECO:0000303|PubMed:15604740}
cds.evm.model.02.57.1.5bd9b133	MCA2_ARATH	60.000	45	17	1	1	44	1	45	9.35e-10	55.1	73.33	MCA2_ARATH Metacaspase-2
cds.evm.model.02.57	MCA2_ARATH	60.000	45	17	1	1	44	1	45	9.35e-10	55.1	73.33	MCA2_ARATH Metacaspase-2
cds.evm.model.02.57.2.5bd9b133	MCA1_ARATH	80.000	60	12	0	1	60	140	199	3.30e-33	119	95.00	MCA1_ARATH Metacaspase-1
cds.evm.model.09.1150	PDC1_PEA	86.047	43	6	0	18	60	26	68	4.86e-19	81.6	90.70	PDC1_PEA Pyruvate decarboxylase 1
cds.evm.model.08.195	XTH25_ARATH	60.377	53	21	0	8	60	10	62	4.35e-15	69.7	73.58	XTH25_ARATH Probable xyloglucan endotransglucosylase/hydrolase protein 25
cds.evm.model.07.1171	APS3_ARATH	49.180	61	29	2	1	60	1	60	4.31e-07	47.8	62.30	APS3_ARATH ATP-sulfurylase 3, chloroplastic
cds.evm.model.04.502	TIF9_ARATH	52.632	57	25	1	1	55	1	57	1.22e-14	67.4	80.70	TIF9_ARATH Protein TIFY 9
cds.evm.model.03.1555.2.5bdae6e0	HIP5_ARATH	70.000	50	14	1	4	53	180	228	3.11e-12	62.4	82.00	HIP5_ARATH Heavy metal-associated isoprenylated plant protein 5 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.evm.model.03.1555	HIP6_ARATH	48.387	62	17	3	1	60	1	49	4.46e-07	47.8	58.06	HIP6_ARATH Heavy metal-associated isoprenylated plant protein 6 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.evm.model.03.1555.1.5bdae6e0	HIP5_ARATH	70.000	50	14	1	4	53	180	228	3.11e-12	62.4	82.00	HIP5_ARATH Heavy metal-associated isoprenylated plant protein 5 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.evm.model.03.845	UGT1_BARVU	68.085	47	15	0	14	60	13	59	6.30e-19	81.3	91.49	UGT1_BARVU UDP-glycosyltransferase 1 {ECO:0000303|PubMed:23027665}
cds.evm.model.07.51	ACCH2_ARATH	77.778	27	6	0	21	47	18	44	1.18e-07	49.3	88.89	ACCH2_ARATH 1-aminocyclopropane-1-carboxylate oxidase homolog 2
cds.evm.model.02.629	WTR14_ARATH	68.627	51	16	0	10	60	3	53	4.70e-18	78.6	86.27	WTR14_ARATH WAT1-related protein At2g39510
cds.evm.model.01.2384	CCR12_ARATH	60.000	60	17	2	1	59	1	54	6.09e-15	70.1	70.00	CCR12_ARATH Serine/threonine-protein kinase-like protein At1g28390
cds.evm.model.02.1696	NAC43_ARATH	88.333	60	7	0	1	60	2	61	1.21e-30	112	93.33	NAC43_ARATH NAC domain-containing protein 43
cds.novel_model_3657_5bd9a17a	U91A1_ARATH	77.273	44	10	0	17	60	10	53	9.25e-20	83.6	90.91	U91A1_ARATH UDP-glycosyltransferase 91A1
cds.evm.model.08.1448	PSD3_ARATH	62.500	48	18	0	13	60	28	75	1.28e-12	63.5	70.83	PSD3_ARATH Phosphatidylserine decarboxylase proenzyme 3
cds.evm.model.08.1044	TET8_ARATH	66.667	60	20	0	1	60	1	60	1.98e-23	91.7	83.33	TET8_ARATH Tetraspanin-8
cds.evm.model.03.986	RL40_BRARP	100.000	60	0	0	1	60	1	60	6.68e-38	124	100.00	RL40_BRARP Ubiquitin-ribosomal protein eL40 fusion protein {ECO:0000305}
cds.evm.model.03.986.3.5bd9b138	RL40_BRARP	100.000	60	0	0	1	60	1	60	6.68e-38	124	100.00	RL40_BRARP Ubiquitin-ribosomal protein eL40 fusion protein {ECO:0000305}
cds.evm.model.03.986.2.5bd9b138	RL40_BRARP	100.000	60	0	0	1	60	1	60	6.68e-38	124	100.00	RL40_BRARP Ubiquitin-ribosomal protein eL40 fusion protein {ECO:0000305}
cds.evm.model.03.986.1.5bd9b138	RL40_BRARP	100.000	60	0	0	1	60	1	60	6.68e-38	124	100.00	RL40_BRARP Ubiquitin-ribosomal protein eL40 fusion protein {ECO:0000305}
cds.evm.model.05.1145	CML43_ARATH	81.395	43	8	0	18	60	11	53	7.14e-17	72.8	86.05	CML43_ARATH Probable calcium-binding protein CML43
cds.evm.model.04.393	L7AT_CITSI	47.458	59	29	2	1	57	1	59	2.43e-10	57.0	72.88	L7AT_CITSI Limonoid 7-O-acetyltransferse {ECO:0000303|PubMed:36701471}
cds.evm.model.08.523	COBRA_ARATH	66.667	54	18	0	7	60	6	59	3.56e-17	76.3	81.48	COBRA_ARATH Protein COBRA
cds.evm.model.09.746	F3GGT_ACTCC	75.926	54	13	0	7	60	6	59	1.30e-23	94.4	83.33	F3GGT_ACTCC Cyanidin 3-O-galactoside 2''-O-xylosyltransferase FGGT1 {ECO:0000305}
cds.novel_model_3404_5bd9a17a	MO3_ARATH	58.621	58	24	0	3	60	7	64	8.78e-18	77.8	86.21	MO3_ARATH Monooxygenase 3 {ECO:0000303|PubMed:10216258}
cds.novel_model_2306_5bd9a17a	SPSA_BETVU	85.000	60	1	1	1	60	1	52	1.33e-26	103	86.67	SPSA_BETVU Probable sucrose-phosphate synthase
cds.evm.model.09.557	DOF56_ARATH	91.667	24	2	0	37	60	72	95	2.42e-09	53.9	95.83	DOF56_ARATH Dof zinc finger protein DOF5.6 {ECO:0000303|PubMed:12475498}
cds.evm.model.10.2244	AGO1C_ORYSJ	62.500	40	15	0	21	60	177	216	3.37e-09	53.5	77.50	AGO1C_ORYSJ Protein argonaute 1C
cds.evm.model.07.1501	CML5_ARATH	80.000	60	12	0	1	60	61	120	5.18e-30	107	96.67	CML5_ARATH Calmodulin-like protein 5
cds.novel_model_1530_5bd9a17a.6.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1525_5bd9a17a.2.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1529_5bd9a17a.3.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1532_5bd9a17a.8.5bd9b135	SWT1A_ORYSJ	81.579	38	7	0	23	60	58	95	2.05e-14	67.8	97.37	SWT1A_ORYSJ Bidirectional sugar transporter SWEET1a
cds.novel_model_1527_5bd9a17a.5.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1524_5bd9a17a	SWET1_ARATH	86.667	60	8	0	1	60	1	60	6.57e-31	110	93.33	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1528_5bd9a17a.4.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.novel_model_1531_5bd9a17a.7.5bd9b135	SWT1A_ORYSJ	81.579	38	7	0	23	60	58	95	2.05e-14	67.8	97.37	SWT1A_ORYSJ Bidirectional sugar transporter SWEET1a
cds.novel_model_1526_5bd9a17a.1.5bd9b135	SWET1_ARATH	79.310	58	12	0	1	58	46	103	7.13e-27	100	93.10	SWET1_ARATH Bidirectional sugar transporter SWEET1 {ECO:0000303|PubMed:21107422}
cds.evm.model.09.298	TLPH_ORYSJ	72.973	37	10	0	23	59	30	66	1.56e-15	70.5	91.89	TLPH_ORYSJ Thaumatin-like protein
cds.evm.model.02.1973	GSTUN_ARATH	70.175	57	17	0	4	60	2	58	9.79e-25	94.0	89.47	GSTUN_ARATH Glutathione S-transferase U23
cds.evm.model.06.1738	CIPKB_ARATH	63.333	60	15	2	1	60	1	53	3.33e-16	73.6	75.00	CIPKB_ARATH CBL-interacting serine/threonine-protein kinase 11
cds.evm.model.05.834	BAG2_ARATH	67.500	40	11	1	21	60	15	52	1.24e-10	57.4	80.00	BAG2_ARATH BAG family molecular chaperone regulator 2
cds.evm.model.06.792	GL115_ARATH	66.667	60	19	1	1	60	1	59	5.31e-22	87.0	80.00	GL115_ARATH Germin-like protein subfamily 1 member 15
cds.evm.model.07.259	PPA1_SOLLC	34.483	58	37	1	3	60	50	106	1.03e-06	46.6	62.07	PPA1_SOLLC Acid phosphatase 1
cds.evm.model.01.2997	DFC_ARATH	48.387	62	30	1	1	60	1	62	1.78e-11	58.5	62.90	DFC_ARATH Protein DOWNSTREAM OF FLC
cds.evm.model.02.1680.2.5bd9b135	CYB5E_ARATH	68.966	58	18	0	3	60	2	59	1.02e-25	94.0	86.21	CYB5E_ARATH Cytochrome b5 isoform E {ECO:0000303|PubMed:19054355}
cds.evm.model.02.1680.1.5bd9b135	CYB5E_ARATH	68.966	58	18	0	3	60	2	59	1.02e-25	94.0	86.21	CYB5E_ARATH Cytochrome b5 isoform E {ECO:0000303|PubMed:19054355}
cds.evm.model.02.1680	CYB5E_ARATH	68.966	58	18	0	3	60	2	59	1.02e-25	94.0	86.21	CYB5E_ARATH Cytochrome b5 isoform E {ECO:0000303|PubMed:19054355}
cds.evm.model.07.1367	PSE1_ARATH	77.586	58	12	1	1	58	1	57	2.42e-26	99.0	87.93	PSE1_ARATH Protein LEAD-SENSITIVE 1 {ECO:0000303|PubMed:27335453}
cds.evm.model.07.1367.1.5bd9b13c	PSE1_ARATH	65.672	67	15	2	1	60	1	66	1.50e-22	89.0	74.63	PSE1_ARATH Protein LEAD-SENSITIVE 1 {ECO:0000303|PubMed:27335453}
cds.evm.model.02.3239	WAK1_ARATH	37.705	61	37	1	1	60	169	229	1.07e-06	46.6	55.74	WAK1_ARATH Wall-associated receptor kinase 1
cds.evm.model.03.1506	TFL1_ARATH	71.667	60	17	0	1	60	8	67	2.19e-26	97.1	88.33	TFL1_ARATH Protein TERMINAL FLOWER 1
cds.evm.model.06.1471	WAT1_ARATH	81.967	61	10	1	1	60	1	61	2.34e-24	95.9	85.25	WAT1_ARATH Protein WALLS ARE THIN 1
cds.evm.model.08.483	CB60E_ARATH	63.462	52	15	2	9	60	1	48	2.36e-12	62.8	82.69	CB60E_ARATH Calmodulin-binding protein 60 E {ECO:0000303|PubMed:11782485}
cds.evm.model.06.1559	NAA25_ARATH	85.000	60	9	0	1	60	64	123	1.47e-29	111	91.67	NAA25_ARATH N-terminal acetyltransferase B complex auxiliary subunit NAA25 {ECO:0000303|PubMed:25966763}
cds.novel_model_7049_5bd9a17a	MLP43_ARATH	60.000	60	23	1	1	59	1	60	7.97e-19	77.0	75.00	MLP43_ARATH MLP-like protein 43
cds.evm.model.02.3097	RSZ32_ARATH	90.000	60	6	0	1	60	1	60	5.40e-29	106	91.67	RSZ32_ARATH Serine/arginine-rich splicing factor RS2Z32
cds.evm.model.05.764	ACBP_RICCO	85.000	60	9	0	1	60	1	60	1.11e-33	112	93.33	ACBP_RICCO Acyl-CoA-binding protein
cds.evm.model.05.764.1.5bd9b139	ACBP_RICCO	85.246	61	8	1	1	60	1	61	2.88e-32	109	91.80	ACBP_RICCO Acyl-CoA-binding protein
cds.evm.model.07.227	AMT11_SOLLC	59.259	54	19	1	7	60	3	53	1.11e-12	63.5	72.22	AMT11_SOLLC Ammonium transporter 1 member 1
cds.evm.model.06.1745	MYB48_ARATH	100.000	32	0	0	29	60	43	74	5.07e-16	71.6	100.00	MYB48_ARATH Transcription factor MYB48
cds.evm.model.06.473	CYT_SOYBN	49.057	53	21	2	7	59	2	48	8.64e-08	46.2	64.15	CYT_SOYBN Cystatin
cds.evm.model.04.930	CHI4_SOLTU	64.706	34	12	0	27	60	17	50	2.76e-09	53.9	79.41	CHI4_SOLTU Endochitinase 4
cds.evm.model.02.2695	FAB1B_ARATH	69.091	55	17	0	5	59	8	62	7.14e-24	95.5	85.45	FAB1B_ARATH 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B
cds.evm.model.07.1596	TYDC1_NARPS	66.667	60	16	1	1	60	1	56	8.08e-19	80.9	73.33	TYDC1_NARPS Tyrosine decarboxylase 1 {ECO:0000303|PubMed:29229969}
cds.evm.model.08.1498	MRT4_MOUSE	44.186	43	24	0	18	60	11	53	2.63e-06	45.4	69.77	MRT4_MOUSE mRNA turnover protein 4 homolog {ECO:0000250|UniProtKB:P33201}
cds.evm.model.04.1030	MLX56_MORAL	71.429	35	10	0	26	60	122	156	5.27e-12	61.6	82.86	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.evm.model.01.1427	PUB27_ARATH	72.414	58	16	0	2	59	1	58	5.32e-26	100	86.21	PUB27_ARATH U-box domain-containing protein 27
cds.evm.model.10.1145	CSTM6_ARATH	68.889	45	11	1	16	60	21	62	8.26e-13	59.7	71.11	CSTM6_ARATH Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 {ECO:0000303|PubMed:29272523}
cds.evm.model.10.1145.1.5bd9b13d	CSTM6_ARATH	68.889	45	11	1	16	60	21	62	8.26e-13	59.7	71.11	CSTM6_ARATH Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 {ECO:0000303|PubMed:29272523}
cds.evm.model.06.2008	PIP27_MAIZE	81.967	61	10	1	1	60	1	61	8.66e-29	105	85.25	PIP27_MAIZE Aquaporin PIP2-7
cds.evm.model.02.628	WTR14_ARATH	62.712	59	22	0	2	60	3	61	2.88e-19	81.6	76.27	WTR14_ARATH WAT1-related protein At2g39510
cds.evm.model.07.82	GLYC4_ARATH	88.333	60	7	0	1	60	1	60	2.87e-30	112	93.33	GLYC4_ARATH Serine hydroxymethyltransferase 4 {ECO:0000303|PubMed:10806255}
cds.evm.model.10.28.2.5bd9b13c	SERC3_PONAB	38.889	54	22	2	13	55	167	220	8.33e-07	47.0	62.96	SERC3_PONAB Serine incorporator 3
cds.evm.model.01.513	PRB1_TOBAC	55.102	49	22	0	12	60	1	49	2.17e-11	58.5	67.35	PRB1_TOBAC Basic form of pathogenesis-related protein 1
cds.evm.model.02.109	MAN6_ARATH	75.862	29	7	0	32	60	42	70	1.41e-09	54.7	86.21	MAN6_ARATH Mannan endo-1,4-beta-mannosidase 6
cds.evm.model.09.1318	BBE28_ARATH	32.812	64	39	1	1	60	1	64	3.36e-06	45.1	60.94	BBE28_ARATH Berberine bridge enzyme-like 28 {ECO:0000303|PubMed:26037923}
cds.evm.model.02.2973	CSCL7_ARATH	80.000	60	12	0	1	60	1	60	1.44e-26	103	86.67	CSCL7_ARATH CSC1-like protein At1g11960
cds.evm.model.05.935	CRJ32_CRYJA	56.667	60	23	2	1	59	1	58	1.98e-15	70.1	70.00	CRJ32_CRYJA Pathogenesis-related thaumatin-like protein 3.2 {ECO:0000305}
cds.evm.model.06.976	GL119_ARATH	67.273	55	16	1	8	60	5	59	1.66e-18	77.8	80.00	GL119_ARATH Germin-like protein subfamily 1 member 19
cds.evm.model.02.444	GPAT7_ARATH	69.492	59	15	1	1	56	1	59	6.33e-19	81.3	83.05	GPAT7_ARATH Glycerol-3-phosphate acyltransferase 7
cds.evm.model.10.2181	NIP21_ORYSJ	83.333	60	10	0	1	60	64	123	2.48e-28	104	86.67	NIP21_ORYSJ Aquaporin NIP2-1 {ECO:0000305}
cds.evm.model.02.2759	MP703_ARATH	60.000	60	24	0	1	60	124	183	7.32e-18	78.2	80.00	MP703_ARATH Microtubule-associated protein 70-3
cds.novel_model_2989_5bd9a17a.1.5bd9b137	PSI1_ARATH	64.516	62	20	1	1	60	268	329	2.21e-19	82.4	80.65	PSI1_ARATH Protein PSK SIMULATOR 1 {ECO:0000303|PubMed:25062973}
cds.evm.model.10.325	PIOX_CAPAN	75.000	60	15	0	1	60	346	405	6.79e-25	98.2	83.33	PIOX_CAPAN Alpha-dioxygenase 1 {ECO:0000303|PubMed:11807143}
cds.evm.model.07.280	Y1154_ARATH	41.509	53	31	0	2	54	6	58	3.62e-09	53.5	73.58	Y1154_ARATH Probable serine/threonine-protein kinase At1g01540
cds.evm.model.10.1343	MAX2A_PETHY	60.377	53	21	0	8	60	2	54	3.66e-15	70.5	75.47	MAX2A_PETHY F-box/LRR-repeat MAX2 homolog A
cds.evm.model.03.120	CESA3_ARATH	75.000	60	15	0	1	60	1	60	7.17e-28	106	78.33	CESA3_ARATH Cellulose synthase A catalytic subunit 3 [UDP-forming] {ECO:0000303|PubMed:11178255, ECO:0000303|PubMed:12068120}
cds.evm.model.08.1663	PLPK1_ARATH	63.636	55	19	1	4	57	176	230	9.20e-11	58.2	80.00	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	64.583	48	17	0	13	60	65	112	2.04e-09	54.3	85.42	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	65.957	47	16	0	14	60	110	156	2.28e-09	54.3	82.98	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	60.000	50	20	0	11	60	284	333	3.47e-09	53.5	80.00	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	62.500	48	18	0	13	60	87	134	5.29e-09	53.1	85.42	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	66.667	48	16	0	13	60	131	178	5.45e-09	53.1	79.17	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	63.265	49	18	0	9	57	221	269	7.91e-09	52.8	79.59	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	57.895	57	23	1	5	60	34	90	3.00e-08	50.8	75.44	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	60.417	48	19	0	13	60	120	167	1.65e-07	48.9	81.25	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	54.098	61	17	1	11	60	140	200	5.74e-07	47.4	65.57	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	59.615	52	21	0	9	60	260	311	8.84e-07	47.0	73.08	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	58.000	50	21	0	11	60	273	322	3.74e-06	45.1	72.00	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.08.1663	PLPK1_ARATH	66.667	45	12	1	16	60	311	352	4.59e-06	44.7	80.00	PLPK1_ARATH Protein PELPK1 {ECO:0000305}
cds.evm.model.10.1517	UCC1_ARATH	44.068	59	33	0	1	59	1	59	5.24e-11	58.5	66.10	UCC1_ARATH Uclacyanin 1 {ECO:0000303|PubMed:9761472}
cds.evm.model.02.2304	CRPK1_ARATH	52.273	44	21	0	17	60	10	53	9.96e-10	55.1	75.00	CRPK1_ARATH Cold-responsive protein kinase 1 {ECO:0000303|PubMed:28344081}
cds.evm.model.02.2295	MTBC1_VITVI	81.356	59	11	0	2	60	3	61	1.86e-27	105	89.83	MTBC1_VITVI Probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 1 {ECO:0000255|HAMAP-Rule:MF_03118}
cds.evm.model.10.1598	OMT1_HUMLU	69.231	52	15	1	1	52	1	51	6.98e-16	72.4	84.62	OMT1_HUMLU Desmethylxanthohumol 6'-O-methyltransferase {ECO:0000305}
cds.novel_model_1244_5bd9a17a.1.5bd9b135	IAA27_ARATH	62.500	56	17	2	1	53	3	57	5.50e-14	67.0	76.79	IAA27_ARATH Auxin-responsive protein IAA27
